股票代碼,目前價格,平均持倉成本,獲利比例(%),90%成本低標,90%成本高標,90%集中度(%),70%成本低標,70%成本高標,70%集中度(%),區間重疊度(%)
2923,24.55,27.79,1.12,26.89,28.77,7.66,27.07,28.54,5.98,78.13
